=================================================================================================
t1[s]                t2[s]                t3[s]                t4[s]                phi[s]
=================================================================================================
1539404289.477009640,1539404289.473381204,1539404289.473428519,1539404289.489444774,-0.009822249
1539404418.714390952,1539404418.708968036,1539404418.710014962,1539404418.727704942,-0.011556506
1539404548.025749196,1539404548.020915477,1539404548.020962536,1539404548.039279702,-0.011575460
1539404677.950786647,1539404677.947911216,1539404677.947960567,1539404677.967167562,-0.011041164
1539404936.460345539,1539404936.454380667,1539404936.454426769,1539404936.474798344,-0.013168216
1539405193.323802962,1539405193.314807578,1539405193.314862010,1539405193.336357810,-0.015245557
1539405454.020197690,1539405454.019354663,1539405454.019406507,1539405454.054273363,-0.017854929
1539405711.626923893,1539405711.627249452,1539405711.627323720,1539405711.640207261,-0.006278992
1539405841.815412582,1539405841.821228409,1539405841.821278100,1539405841.831761824,-0.002333879
1539405971.418932603,1539405971.464125524,1539405971.464172658,1539405971.475410555,+0.016977549
1539406101.568996556,1539406101.572510948,1539406101.572557131,1539406101.581614851,-0.002771616
1539406231.026146645,1539406231.034695432,1539406231.034741641,1539406231.042894542,+0.000197887
1539406359.566429491,1539406359.572532697,1539406359.572573455,1539406359.580084429,-0.000703812
1539406488.128079819,1539406488.132400974,1539406488.132442245,1539406488.141739980,-0.002488375
1539406617.195526960,1539406617.201840545,1539406617.201887320,1539406617.209376975,-0.000588059
1539406746.787052950,1539406746.792709309,1539406746.792757046,1539406746.799808477,-0.000697494
1539406876.693664045,1539406876.698696094,1539406876.698735764,1539406876.711478643,-0.003855467
1539407006.391090088,1539407006.400510741,1539407006.400555873,1539407006.407376224,+0.001300097
1539407135.394259219,1539407135.398841818,1539407135.398892958,1539407135.405971205,-0.001247883
1539407263.506321244,1539407263.514700657,1539407263.514741784,1539407263.522055803,+0.000532746
1539407393.471530716,1539407393.476054400,1539407393.476101187,1539407393.490753163,-0.005064130
1539407523.899953070,1539407523.910783211,1539407523.910827808,1539407523.918512659,+0.001572728
1539407652.829406687,1539407652.832641212,1539407652.832690445,1539407652.840656648,-0.002365947
1539407783.330859659,1539407783.334208030,1539407783.334252107,1539407783.342609199,-0.002504349
1539407913.286234986,1539407913.288749295,1539407913.288796202,1539407913.297453021,-0.003071308
1539408043.017682200,1539408043.021627457,1539408043.021686550,1539408043.030619700,-0.002493978
1539408171.420828402,1539408171.423978484,1539408171.424024811,1539408171.433339344,-0.003082156
1539408301.162668521,1539408301.165699860,1539408301.165746624,1539408301.175399618,-0.003310680
1539408560.326097140,1539408560.327573451,1539408560.327620949,1539408560.337730589,-0.004316688
1539408820.435564081,1539408820.437492776,1539408820.437543169,1539408820.449103506,-0.004815817
1539409076.634358807,1539409076.639666220,1539409076.639714926,1539409076.651200645,-0.003089070
1539409334.507018259,1539409334.507664112,1539409334.507711168,1539409334.519699196,-0.005671024
1539409592.164336079,1539409592.170050141,1539409592.170101461,1539409592.182789783,-0.003487110
1539409848.879257372,1539409848.878121536,1539409848.878187016,1539409848.891411582,-0.007180214
1539410105.838362197,1539410105.838652631,1539410105.838702809,1539410105.852026657,-0.006516695
1539410366.633295512,1539410366.635125536,1539410366.635170039,1539410366.650035261,-0.006517529
1539410625.802204805,1539410625.799037104,1539410625.799077275,1539410625.813448666,-0.008769512
1539410883.179710335,1539410883.180671327,1539410883.180722141,1539410883.195604992,-0.006960988
1539411396.330032500,1539411396.327783836,1539411396.327832514,1539411396.343158321,-0.008787274
1539411908.841415401,1539411908.839158047,1539411908.839209611,1539411908.853812607,-0.008430243
1539412430.550702233,1539412430.554569006,1539412430.554621039,1539412430.569029757,-0.005271077
1539412943.257043732,1539412943.254649017,1539412943.254699784,1539412943.269569239,-0.008632183
1539413461.505050020,1539413461.508578079,1539413461.508629336,1539413461.524009797,-0.005926132
1539414493.399192027,1539414493.406403101,1539414493.406449349,1539414493.421697921,-0.004018784
1539415523.157449408,1539415523.156768543,1539415523.156818866,1539415523.171231075,-0.007546544
1539416560.707448181,1539416560.706598328,1539416560.706645586,1539416560.726651313,-0.010427952
1539417594.465194552,1539417594.463816979,1539417594.463863942,1539417594.478480148,-0.007996917
1539418619.300485211,1539418619.297136672,1539418619.297185898,1539418619.312951012,-0.009556770
1539419655.581616786,1539419655.579725800,1539419655.579775914,1539419655.594133319,-0.008124352
1539420699.023821506,1539420699.023538980,1539420699.023589559,1539420699.036206403,-0.006449699
1539421735.723620047,1539421735.736047974,1539421735.736099765,1539421735.746485386,+0.001021147
1539422767.469856277,1539422767.475416862,1539422767.475468889,1539422767.484168186,-0.001569390
1539423796.352784249,1539423796.357767575,1539423796.357797045,1539423796.365205195,-0.001212358
1539424821.322833380,1539424821.327815345,1539424821.327868127,1539424821.334354027,-0.000751853
1539425849.579660521,1539425849.585775112,1539425849.585824946,1539425849.591487780,+0.000225902
1539426876.175070351,1539426876.181911800,1539426876.181998829,1539426876.186915371,+0.000962377
1539427916.618024788,1539427916.625731997,1539427916.625781904,1539427916.636352981,-0.001431942
1539428958.497182553,1539428958.505845720,1539428958.505893398,1539428958.513408006,+0.000574350
1539429994.013487485,1539429994.022454165,1539429994.022505134,1539429994.027399473,+0.002036095
1539431031.347035966,1539431031.356205161,1539431031.356257252,1539431031.364346094,+0.000540257
1539431552.176457385,1539431552.192134716,1539431552.192187608,1539431552.196812075,+0.005526304
1539432067.915925042,1539432067.927374764,1539432067.927497925,1539432067.932413364,+0.003267169
1539432583.504719071,1539432583.513087499,1539432583.513135441,1539432583.519140316,+0.001181841
1539433609.881212010,1539433609.890103043,1539433609.890153443,1539433609.895546864,+0.001748800
1539434634.271459459,1539434634.279952885,1539434634.280004151,1539434634.285574835,+0.001461506
1539435667.226842781,1539435667.233818658,1539435667.233867195,1539435667.239624055,+0.000609517
1539436703.079556537,1539436703.087478241,1539436703.087528914,1539436703.093511913,+0.000969410
1539437735.816057187,1539437735.821899245,1539437735.821951653,1539437735.828772790,-0.000489593
1539438779.022021836,1539438779.028139164,1539438779.028208235,1539438779.035585606,-0.000630021
1539439812.290401941,1539439812.298334528,1539439812.298382096,1539439812.308342389,-0.001013875
1539440850.578278557,1539440850.584107983,1539440850.584158428,1539440850.592345344,-0.001178741
1539441889.290879873,1539441889.295498030,1539441889.295543633,1539441889.304536819,-0.002187490
1539442919.809607619,1539442919.816156183,1539442919.816203431,1539442919.823950480,-0.000599265
1539443951.994327495,1539443951.999920348,1539443951.999967500,1539443952.007621202,-0.001030445
1539444984.013980561,1539444984.022428329,1539444984.022479394,1539444984.028047906,+0.001439571
1539446024.921113216,1539446024.929698836,1539446024.929725879,1539446024.934186251,+0.002062678
1539447056.466444221,1539447056.481272641,1539447056.481322572,1539447056.485048343,+0.005551338
1539448080.830471671,1539448080.841440810,1539448080.841490975,1539448080.844820215,+0.003819942
1539449124.356195724,1539449124.368024933,1539449124.368073106,1539449124.369689537,+0.005106449
1539450154.061040461,1539450154.071987448,1539450154.072042867,1539450154.076007987,+0.003490925
1539451191.770022424,1539451191.783035442,1539451191.783084416,1539451191.785963270,+0.005067110
1539452220.920012549,1539452220.928456401,1539452220.928505125,1539452220.932974527,+0.001987219
1539453254.287722150,1539453254.298677852,1539453254.298754444,1539453254.304585654,+0.002562284
1539454291.858885897,1539454291.864931301,1539454291.864983397,1539454291.872056617,-0.000514030
1539455319.423220551,1539455319.428819983,1539455319.428869730,1539455319.437807925,-0.001669526
1539456346.350370355,1539456346.353409068,1539456346.353460844,1539456346.365145018,-0.004322767
1539456865.161421639,1539456865.164597366,1539456865.164646565,1539456865.174786727,-0.003482223
1539457385.920970456,1539457385.922723050,1539457385.922770587,1539457385.933247897,-0.004362345
1539457905.714470200,1539457905.720864102,1539457905.720915021,1539457905.732662952,-0.002676964
1539458421.423218381,1539458421.424541348,1539458421.424585042,1539458421.435748163,-0.004920125
1539458941.708039635,1539458941.708335144,1539458941.708385722,1539458941.721160757,-0.006239653
1539459458.327039890,1539459458.330762317,1539459458.330813748,1539459458.342913746,-0.004188776
1539459975.766702204,1539459975.766710416,1539459975.766761692,1539459975.778007873,-0.005618930
1539460495.990668936,1539460495.993085516,1539460495.993137151,1539460496.004424582,-0.004435420
1539461014.752770665,1539461014.754981713,1539461014.755031985,1539461014.766185534,-0.004471183
1539461535.709472605,1539461535.710027148,1539461535.710081869,1539461535.721866964,-0.005615234
1539462050.652040907,1539462050.654288674,1539462050.654337729,1539462050.665324261,-0.004369378
1539463092.716692851,1539463092.718738820,1539463092.718782849,1539463092.729439961,-0.004305601
1539464133.716476499,1539464133.722914403,1539464133.722964467,1539464133.741125937,-0.005861640
1539465171.111267816,1539465171.114342169,1539465171.114393174,1539465171.124299300,-0.003415823
1539466207.290265966,1539466207.300113403,1539466207.300164731,1539466207.329771250,-0.009879589
1539467251.423151707,1539467251.425885399,1539467251.425938193,1539467251.435422573,-0.003375411
1539468284.247566032,1539468284.252233482,1539468284.252284343,1539468284.261405529,-0.002226830
1539469328.741525295,1539469328.747027544,1539469328.747076697,1539469328.755715623,-0.001568317
1539471398.329690057,1539471398.337536856,1539471398.337586297,1539471398.347954647,-0.001260757
1539472435.344424250,1539472435.352455181,1539472435.352506154,1539472435.357685200,+0.001425982
1539473473.647032668,1539473473.658919450,1539473473.658972747,1539473473.662716719,+0.004071355
1539474516.939245295,1539474516.949677213,1539474516.949729137,1539474516.952792082,+0.003684521
1539475561.255492879,1539475561.271777282,1539475561.271827962,1539475561.274061125,+0.007025599
1539476603.010638780,1539476603.021810942,1539476603.021860612,1539476603.025539154,+0.003746867
1539477635.984241876,1539477635.993806918,1539477635.993907724,1539477635.995724890,+0.003873825
1539478673.158295448,1539478673.169445255,1539478673.169496257,1539478673.172776087,+0.003935099
1539479708.381752439,1539479708.390717247,1539479708.390761895,1539479708.394202476,+0.002762079
1539480747.032804426,1539480747.042917382,1539480747.042963971,1539480747.047721573,+0.002677679
1539481780.279750658,1539481780.291844749,1539481780.291895195,1539481780.294524325,+0.004732490
1539482819.009578346,1539482819.018008237,1539482819.018055409,1539482819.023575039,+0.001455188
1539483853.107043561,1539483853.123736929,1539483853.123788086,1539483853.133646550,+0.003417492
1539484884.513966673,1539484884.526662328,1539484884.526723328,1539484884.530892248,+0.004263520
1539485916.413138551,1539485916.419504159,1539485916.419555224,1539485916.424237561,+0.000841618
1539486946.221243078,1539486946.228286972,1539486946.228336322,1539486946.234471027,+0.000454545
1539487989.017529785,1539487989.024344259,1539487989.024396574,1539487989.029879821,+0.000665665
1539489022.828018654,1539489022.836932735,1539489022.836981722,1539489022.842924811,+0.001485467
1539490047.376425572,1539490047.383081470,1539490047.383131364,1539490047.390072629,-0.000142694
1539491079.134144024,1539491079.142362616,1539491079.142411256,1539491079.150139131,+0.000245333
1539492119.179695476,1539492119.188508460,1539492119.188559014,1539492119.194489995,+0.001441121
1539493145.100948683,1539493145.110074462,1539493145.110126775,1539493145.114360255,+0.002446175
1539494187.846645036,1539494187.862133043,1539494187.862184237,1539494187.865413167,+0.006129503
1539495220.034539749,1539495220.051947815,1539495220.052008984,1539495220.053632314,+0.007892370
1539496251.258123561,1539496251.284784450,1539496251.284832612,1539496251.271877093,+0.019808292
1539497279.242551091,1539497279.291258479,1539497279.291309609,1539497279.268886596,+0.035565257
1539498321.333959753,1539498321.377044924,1539498321.377095254,1539498321.346452140,+0.036864042
1539498841.489505700,1539498841.536513500,1539498841.536564592,1539498841.504809761,+0.039381266
1539499362.948946045,1539499363.002859778,1539499363.002908529,1539499362.961401419,+0.047710419
1539499875.082754695,1539499875.145330099,1539499875.145380864,1539499875.096912436,+0.055522084
1539500396.863962589,1539500396.937940607,1539500396.937989702,1539500396.882550293,+0.064708710
1539500912.675692381,1539500912.748927722,1539500912.748977845,1539500912.687025309,+0.067594051
1539501425.624146077,1539501425.691738958,1539501425.691788537,1539501425.636459670,+0.061460853
1539501684.514764765,1539501684.580231272,1539501684.580316973,1539501684.529806231,+0.057988644
1539501814.153488194,1539501814.221714979,1539501814.221782334,1539501814.173208697,+0.058400273
1539501942.395766519,1539501942.453839114,1539501942.453889268,1539501942.407630555,+0.052165747
1539502007.199786341,1539502007.255867688,1539502007.255914060,1539502007.210925370,+0.050534964
1539502072.540904267,1539502072.596303632,1539502072.596350918,1539502072.552317830,+0.049716234
1539502137.464117610,1539502137.518371771,1539502137.518408877,1539502137.476808527,+0.047927260
1539502202.798851818,1539502202.852859245,1539502202.852921370,1539502202.818588117,+0.044170499
1539502267.615785078,1539502267.668278598,1539502267.668356828,1539502267.628320518,+0.046265006
1539502332.277990797,1539502332.328996050,1539502332.329042754,1539502332.290280033,+0.044883847
1539502397.458911045,1539502397.508829172,1539502397.508877563,1539502397.471929868,+0.043432951
1539502461.543203959,1539502461.590387592,1539502461.590416042,1539502461.553985622,+0.041806936
1539502525.604031229,1539502525.650689776,1539502525.650735593,1539502525.615638209,+0.040877938
1539502590.220323180,1539502590.275069836,1539502590.275111406,1539502590.241443835,+0.044207215
1539502655.273900200,1539502655.318790929,1539502655.318837338,1539502655.287004895,+0.038361549
1539502720.505651626,1539502720.548824183,1539502720.548871674,1539502720.517533443,+0.037255287
1539502785.528095398,1539502785.570434087,1539502785.570474871,1539502785.544802616,+0.034005404
1539502850.583303348,1539502850.625653741,1539502850.625700573,1539502850.596722620,+0.035664082
1539502915.078302923,1539502915.117327133,1539502915.117354094,1539502915.089497591,+0.033440471
1539502979.740313075,1539502979.779436419,1539502979.779483690,1539502979.753472859,+0.032567143
1539503108.794038137,1539503108.830696424,1539503108.830742440,1539503108.806415254,+0.030492663
1539503238.233704881,1539503238.267338588,1539503238.267385557,1539503238.245149278,+0.027934909
1539503366.992089199,1539503367.024661025,1539503367.024708288,1539503367.004641671,+0.026319146
1539503496.864783410,1539503496.896823425,1539503496.896872151,1539503496.878897291,+0.025007367
1539503625.984081055,1539503626.016863368,1539503626.016910178,1539503626.001523750,+0.024084330
1539503884.211249509,1539503884.235927580,1539503884.235975456,1539503884.224242171,+0.018205643
1539504143.804224582,1539504143.824780571,1539504143.824826582,1539504143.816331346,+0.014525533
1539504404.410501066,1539504404.427642176,1539504404.427695085,1539504404.422650583,+0.011092782
1539504660.700348948,1539504660.714574849,1539504660.714619375,1539504660.712930593,+0.007957339
1539504918.684662513,1539504918.694418464,1539504918.694463094,1539504918.696008679,+0.004105091
1539505175.586114741,1539505175.593025844,1539505175.593065788,1539505175.597639704,+0.001168609
1539505434.084155554,1539505434.089676391,1539505434.089721956,1539505434.097081761,-0.000919461
1539505691.599433597,1539505691.601916703,1539505691.601965384,1539505691.612134017,-0.003842711
1539505951.497559031,1539505951.496688635,1539505951.496733800,1539505951.509348300,-0.006742477
1539506208.189360219,1539506208.186763928,1539506208.186812125,1539506208.201966617,-0.008875251
1539506336.724949970,1539506336.723365266,1539506336.723411587,1539506336.739896406,-0.009034753
1539506465.984697880,1539506465.980292562,1539506465.980335853,1539506465.996989068,-0.010529160
1539506595.255167101,1539506595.250275171,1539506595.250320928,1539506595.267823650,-0.011197329
1539506724.661750157,1539506724.658457566,1539506724.658507243,1539506724.676432425,-0.010608792
1539506855.266699907,1539506855.263235784,1539506855.263281295,1539506855.281826495,-0.011004567
1539506983.323670935,1539506983.322322934,1539506983.322390326,1539506983.341629642,-0.010293722
1539507113.650243773,1539507113.642974409,1539507113.643019386,1539507113.662759123,-0.013504505
1539507242.225200342,1539507242.217434640,1539507242.217484015,1539507242.237845743,-0.014063716
1539507372.089239765,1539507372.084207417,1539507372.084255556,1539507372.105162752,-0.012969851
1539507501.439861297,1539507501.433838768,1539507501.433880360,1539507501.455396160,-0.013769150
1539507630.234174624,1539507630.224390087,1539507630.224434243,1539507630.253930818,-0.019640684
1539507760.144701043,1539507760.138588448,1539507760.138637556,1539507760.161295795,-0.014385462
1539508018.990286395,1539508018.982312993,1539508018.982359774,1539508019.009604620,-0.017609119
1539508276.806456616,1539508276.797078148,1539508276.797125119,1539508276.828104410,-0.020178914
1539508533.722680428,1539508533.708096237,1539508533.708149993,1539508533.733784480,-0.020109296
1539508794.703876818,1539508794.690421329,1539508794.690469644,1539508794.715824196,-0.019404888
1539509054.587044481,1539509054.574362715,1539509054.574413710,1539509054.599592115,-0.018930078
1539509313.379182804,1539509313.366530511,1539509313.366578088,1539509313.391711586,-0.018892884
1539509572.687042663,1539509572.677344271,1539509572.677386594,1539509572.703857446,-0.018084645
1539509830.432752581,1539509830.419747222,1539509830.419818870,1539509830.445825475,-0.019506097
1539510087.467998942,1539510087.455193930,1539510087.455267341,1539510087.480871683,-0.019204617
1539510348.067065586,1539510348.052658121,1539510348.052708975,1539510348.078182252,-0.019940376
1539510476.698733564,1539510476.685113182,1539510476.685151310,1539510476.712273789,-0.020371437
1539510605.524378064,1539510605.512429379,1539510605.512476977,1539510605.537361424,-0.018416524
1539510736.033529813,1539510736.025073275,1539510736.025118359,1539510736.049964324,-0.016651273
1539510864.967985830,1539510864.954508493,1539510864.954557205,1539510864.984791380,-0.021855712
1539511121.107047009,1539511121.097732725,1539511121.097779655,1539511121.122069879,-0.016802192
1539511381.285678628,1539511381.275167241,1539511381.275208292,1539511381.298119608,-0.016711354
1539511509.604596472,1539511509.595031326,1539511509.595082458,1539511509.616695114,-0.015588880
1539511639.757012988,1539511639.746783670,1539511639.746829387,1539511639.768026905,-0.015713453
1539511769.575759021,1539511769.569013485,1539511769.569060677,1539511769.591200799,-0.014442801
1539511899.560704331,1539511899.551363806,1539511899.551410077,1539511899.578678109,-0.018304348
1539512159.144110723,1539512159.135216259,1539512159.135269138,1539512159.155125895,-0.014375567
1539512415.895300525,1539512415.886818462,1539512415.886865809,1539512415.905887735,-0.013752103
1539512672.204516357,1539512672.196810855,1539512672.196852921,1539512672.215091508,-0.012971997
1539512930.294321085,1539512930.289020573,1539512930.289067922,1539512930.306146012,-0.011189222
1539513188.977045751,1539513188.973088010,1539513188.973134159,1539513188.988893648,-0.009858727
1539513448.245307862,1539513448.243018452,1539513448.243066959,1539513448.257880334,-0.008551478
1539513706.133550376,1539513706.131063388,1539513706.131110592,1539513706.144784997,-0.008080602
1539513964.057286307,1539513964.056900302,1539513964.056950143,1539513964.069357220,-0.006396532
1539514223.355745547,1539514223.356958187,1539514223.357001009,1539514223.368224060,-0.005005240
1539514482.843966630,1539514482.844850624,1539514482.844893015,1539514482.854813242,-0.004518270
1539514741.387002522,1539514741.390753600,1539514741.390824381,1539514741.400421183,-0.002922893
1539515002.551733319,1539515002.554833857,1539515002.554873845,1539515002.563221609,-0.002623558
1539515261.149342456,1539515261.152962969,1539515261.153024862,1539515261.160654968,-0.002004862
1539515520.698584230,1539515520.702945941,1539515520.702991880,1539515520.710054970,-0.001350641
1539515779.493060535,1539515779.502835770,1539515779.502885931,1539515779.511570301,+0.000545382
1539516298.295569239,1539516298.306096805,1539516298.306147283,1539516298.311015972,+0.002829432
1539516817.718717835,1539516817.727042941,1539516817.727088287,1539516817.730696956,+0.002358198
1539517337.699901264,1539517337.709449245,1539517337.709499212,1539517337.712162580,+0.003442287
1539517850.616654048,1539517850.629189843,1539517850.629256243,1539517850.631191119,+0.005300403
1539518367.067147875,1539518367.080496817,1539518367.080546461,1539518367.081539166,+0.006178021
1539518886.617368594,1539518886.637483533,1539518886.637535070,1539518886.637855387,+0.009897351
1539519403.017038746,1539519403.029382741,1539519403.029433370,1539519403.029712997,+0.006032228
1539519660.129181334,1539519660.141314677,1539519660.141359547,1539519660.141590326,+0.005951285
1539519920.958361716,1539519920.969532002,1539519920.969581192,1539519920.969971132,+0.005390167
1539520177.717196589,1539520177.729338308,1539520177.729383634,1539520177.729775630,+0.005874872
1539520437.265171801,1539520437.278951773,1539520437.278995598,1539520437.279479626,+0.006647944
1539520696.593591112,1539520696.605212520,1539520696.605240137,1539520696.605638386,+0.005611420
1539520956.423215145,1539520956.435723148,1539520956.435765357,1539520956.436335219,+0.005968928
1539521216.897938867,1539521216.908933243,1539521216.908982459,1539521216.909709291,+0.005133748
1539521475.585187579,1539521475.595144541,1539521475.595192021,1539521475.596471026,+0.004338861
1539521735.593744311,1539521735.602954824,1539521735.603005681,1539521735.604766353,+0.003724933
1539521992.086644125,1539521992.098500781,1539521992.098547675,1539521992.100719108,+0.004842520
1539522248.273022045,1539522248.285000059,1539522248.285050856,1539522248.287609002,+0.004709959
1539522508.872474269,1539522508.883552961,1539522508.883599723,1539522508.886691123,+0.003993750
1539522765.023987372,1539522765.032936786,1539522765.032977063,1539522765.036263826,+0.002831340
1539523021.494813404,1539523021.503535798,1539523021.503586082,1539523021.507147044,+0.002580643
1539523279.723148323,1539523279.731133993,1539523279.731179249,1539523279.735078736,+0.002043009
1539523540.607046231,1539523540.615189592,1539523540.615266907,1539523540.619468671,+0.001970768
1539523797.519372774,1539523797.527416927,1539523797.527463055,1539523797.534065556,+0.000720859
1539524054.822167558,1539524054.829101508,1539524054.829151136,1539524054.833983804,+0.001050591
1539524311.916405122,1539524311.927648092,1539524311.927696595,1539524311.932595337,+0.003172159
1539524571.200394002,1539524571.206933075,1539524571.206976067,1539524571.213470964,+0.000022173
1539524830.142181484,1539524830.149236284,1539524830.149287807,1539524830.156060261,+0.000141144
1539525086.933211850,1539525086.950988253,1539525086.951035364,1539525086.956784857,+0.006013393
1539525344.630076949,1539525344.637516352,1539525344.637586997,1539525344.646823016,-0.000898242
1539525604.541433820,1539525604.551145732,1539525604.551179349,1539525604.556441990,+0.002224684
1539525860.887042526,1539525860.892783780,1539525860.892834997,1539525860.904974883,-0.003199339
1539526121.872352209,1539526121.879124164,1539526121.879170511,1539526121.884388329,+0.000777006
1539526381.876235255,1539526381.882892428,1539526381.882938050,1539526381.887732527,+0.000931382
1539526639.676539591,1539526639.684290929,1539526639.684338284,1539526639.688923937,+0.001582861
1539526896.863377161,1539526896.870489155,1539526896.870537312,1539526896.874893235,+0.001378059
1539527156.919800095,1539527156.926500161,1539527156.926549771,1539527156.930858466,+0.001195669
1539527417.103455753,1539527417.111456427,1539527417.111503366,1539527417.115548695,+0.001977682
1539527675.505649321,1539527675.518634433,1539527675.518685038,1539527675.522533253,+0.004568458
1539527933.549985788,1539527933.558471206,1539527933.558518647,1539527933.562193208,+0.002405405
1539528193.279703943,1539528193.288742119,1539528193.288789554,1539528193.292230058,+0.002798796
1539528452.517719191,1539528452.528761324,1539528452.528811707,1539528452.531664197,+0.004094839
1539528710.906048533,1539528710.914452630,1539528710.914499563,1539528710.916975394,+0.002964020
1539528971.097049888,1539528971.107346135,1539528971.107386839,1539528971.109777199,+0.003952861
1539529229.144553129,1539529229.154984291,1539529229.155028059,1539529229.157241170,+0.004109025
1539529485.922857090,1539529485.932960301,1539529485.933011793,1539529485.934827899,+0.004143596
1539529743.900048692,1539529743.911035864,1539529743.911080667,1539529743.912697306,+0.004685163
1539530004.014821750,1539530004.025862438,1539530004.025905651,1539530004.027195836,+0.004875183
1539530261.562862038,1539530261.573666581,1539530261.573717242,1539530261.579657432,+0.002432346
1539530521.253919924,1539530521.265506381,1539530521.265552822,1539530521.268805547,+0.004166842
1539531035.702604126,1539531035.713101298,1539531035.713151744,1539531035.713711039,+0.004969001
1539531557.345200410,1539531557.360361204,1539531557.360411371,1539531557.360227230,+0.007672429
1539532072.349796802,1539532072.363257864,1539532072.363302613,1539532072.363192924,+0.006785393
1539532593.565538565,1539532593.577926997,1539532593.577975050,1539532593.582809180,+0.003777146
1539533113.461376335,1539533113.473459776,1539533113.473507330,1539533113.473214814,+0.006187916
1539533628.634496807,1539533628.651166270,1539533628.651255577,1539533628.652919127,+0.007503033
1539534666.217661515,1539534666.229727221,1539534666.229778362,1539534666.231278061,+0.005282998
1539535695.335183075,1539535695.346056627,1539535695.346106887,1539535695.349291176,+0.003844738
1539536726.277609489,1539536726.289283892,1539536726.289334414,1539536726.295146671,+0.002930999
1539537759.475901852,1539537759.485423822,1539537759.485473469,1539537759.488827409,+0.003083944
1539538785.281512673,1539538785.291051894,1539538785.291102184,1539538785.294440105,+0.003100634
1539539827.756190847,1539539827.773578885,1539539827.773628886,1539539827.776077328,+0.007469893
1539540870.386030196,1539540870.399609178,1539540870.399666933,1539540870.401027920,+0.006108999
1539541911.306986941,1539541911.318190636,1539541911.318254279,1539541911.319746300,+0.004855752
1539542949.770702243,1539542949.780111389,1539542949.780162916,1539542949.783575733,+0.002997994
1539543985.622468171,1539543985.631451334,1539543985.631501192,1539543985.635055251,+0.002714515
1539545023.747454684,1539545023.763130763,1539545023.763178641,1539545023.771009065,+0.003922820
1539546055.944134742,1539546055.958279753,1539546055.958328704,1539546055.963025466,+0.004724145
1539547094.807054292,1539547094.818218002,1539547094.818271129,1539547094.827333385,+0.001050711
1539548134.834349086,1539548134.841884746,1539548134.841934224,1539548134.849151090,+0.000159383
1539549168.996445415,1539549169.006108609,1539549169.006158017,1539549169.014924780,+0.000448227
